,Original,Type,Param1,Param2,Stat,Sign,Reported p-value
141963,"F(1, 22) = 39.9, p < .001",f,1.0,22.0,39.9,<,0.001
169692,"F(1, 22) = 5.40, p < .05",f,1.0,22.0,5.4,<,0.05
194125,"t(78)   = 2.51,  p   < .02",t,78.0,,2.51,<,0.02
94568,"t(62) = −6.10, p < .001",t,62.0,,-6.1,<,0.001
124834,"t(1228) = 2.25, p < .05",t,1228.0,,2.25,<,0.05
45867,"t(34) = 6.36, p   < .01",t,34.0,,6.36,<,0.01
91987,"F(1, 202) = 7.18, p < .001",f,1.0,202.0,7.18,<,0.001
73871,"F(1, 116) = 19.84, p < .0001",f,1.0,116.0,19.84,<,0.0001
174296,"F(1, 5) = 202.45, p < .001",f,1.0,5.0,202.45,<,0.001
178087,"t(44) = 4.34, p < .001",t,44.0,,4.34,<,0.001
18422,"F(1, 95) = 5.73, p <.05",f,1.0,95.0,5.73,<,0.05
143384,"t(19) = 8.10, p < .001",t,19.0,,8.1,<,0.001
110904,"t(15) =   2.16, p <.05",t,15.0,,2.16,<,0.05
181663,"F(1, 85) = 5.51, p < .05",f,1.0,85.0,5.51,<,0.05
160842,"F(1, 233) = 3.92, p < .05",f,1.0,233.0,3.92,<,0.05
193243,"F(1, 73) = 207.89, p < .001",f,1.0,73.0,207.89,<,0.001
54684,"F(7, 504) = 13.16, p < .001",f,7.0,504.0,13.16,<,0.001
119355,"F(2, 30) = 19.13, p < .001",f,2.0,30.0,19.13,<,0.001
78690,"F(1, 82) = 7.91, p <.01",f,1.0,82.0,7.91,<,0.01
103489,"F(1, 117) = 23.41, p < .001",f,1.0,117.0,23.41,<,0.001
23353,"t(68) = 2.80, p = .007",t,68.0,,2.8,=,0.007
111759,"F(1, 19) = 22.8, p <.0001",f,1.0,19.0,22.8,<,0.0001
167146,"t(38) = 4.55, p < .01",t,38.0,,4.55,<,0.01
134539,"t (650) = 2.27, p < .05",t,650.0,,2.27,<,0.05
38993,"F(1, 131) = 6.20, p < .02",f,1.0,131.0,6.2,<,0.02
5806,"F(1, 39) = 50.80, p <.01",f,1.0,39.0,50.8,<,0.01
44909,"t(211) = 9.95, p < .001",t,211.0,,9.95,<,0.001
189400,"F(4, 108) = 4.49, p < .005",f,4.0,108.0,4.49,<,0.005
172999,"t(29) = 5.95, p < .01",t,29.0,,5.95,<,0.01
142529,"t(41) = 5.12, p < .001",t,41.0,,5.12,<,0.001
173606,"F(1, 59) = 5.0, p <.05",f,1.0,59.0,5.0,<,0.05
17531,"F(6, 141) = 11.77, p < .01",f,6.0,141.0,11.77,<,0.01
4728,"t(60) = 2.72, p < .01",t,60.0,,2.72,<,0.01
9445,"F(1, 36) = 5.46, p < .05",f,1.0,36.0,5.46,<,0.05
163644,"F(2, 38) = 4.51, p = .017",f,2.0,38.0,4.51,=,0.017
54467,"F(1, 14)   = 10.79, p < .01",f,1.0,14.0,10.79,<,0.01
108119,"F(1, 29) = 5.8, p < .05",f,1.0,29.0,5.8,<,0.05
37503,"F(1, 152) = 4.04, p   < .05",f,1.0,152.0,4.04,<,0.05
79176,"F(1, 30)   = 5.84,  p   < .02",f,1.0,30.0,5.84,<,0.02
108105,"F(2, 144) = 7.27, p   =.001",f,2.0,144.0,7.27,=,0.001
110797,"F(2, 72) = 404.01, p < .0001",f,2.0,72.0,404.01,<,0.0001
140042,"t(54) = −2.43, p < .05",t,54.0,,-2.43,<,0.05
118883,"F(1, 11) = 16.17, p < .01",f,1.0,11.0,16.17,<,0.01
54864,"F(1, 44) = 6.91, p <.02",f,1.0,44.0,6.91,<,0.02
14501,"F(1, 62) = 31.65, p < .0001",f,1.0,62.0,31.65,<,0.0001
76983,"F(1, 108) = 10.41, p   < .01",f,1.0,108.0,10.41,<,0.01
83842,"t(11) = 2.76, p   < .02",t,11.0,,2.76,<,0.02
92797,"t(26) = 2.22, p < .017",t,26.0,,2.22,<,0.017
105203,"F(2, 149) = 6.38, p   < .002",f,2.0,149.0,6.38,<,0.002
135263,"t (31) = 2.45, p < .05",t,31.0,,2.45,<,0.05
169813,"t(345) = 52.39, p < .01",t,345.0,,52.39,<,0.01
69872,"F(2, 441) = 243.97, p < .001",f,2.0,441.0,243.97,<,0.001
46890,"F(1, 73) = 4.76, p < .04",f,1.0,73.0,4.76,<,0.04
22186,"F(1, 287) =   4.95, p<.05",f,1.0,287.0,4.95,<,0.05
96777,"F(1, 110) = 10.05, p < .01",f,1.0,110.0,10.05,<,0.01
54258,"F(1, 59) = 10.74, p < .01",f,1.0,59.0,10.74,<,0.01
156757,"F(1, 193) = 6.36, p < .01",f,1.0,193.0,6.36,<,0.01
111894,"F(1, 44) = 14.1, p < .001",f,1.0,44.0,14.1,<,0.001
164670,"F(1, 31) = 3.31, p = .039",f,1.0,31.0,3.31,=,0.039
158202,"F(1, 71) = 10.52, p < .01",f,1.0,71.0,10.52,<,0.01
51683,"F(1, 92) = 118.65, p < .001",f,1.0,92.0,118.65,<,0.001
58080,"F(2, 48) = 4.93, p < .01",f,2.0,48.0,4.93,<,0.01
194614,"F(1, 38) = 8.8, p   = .005",f,1.0,38.0,8.8,=,0.005
186861,"F(2, 840) = 2.9, p = .05",f,2.0,840.0,2.9,=,0.05
41410,"t(85) = 2.65, p = .01",t,85.0,,2.65,=,0.01
183085,"F(1, 10) = .26, p > .05",f,1.0,10.0,0.26,>,0.05
6282,"F(1, 238) = 4.88, p < .05",f,1.0,238.0,4.88,<,0.05
103461,"t(39) = 3.89, p < .01",t,39.0,,3.89,<,0.01
102680,"F(1, 141) = 5.39, p < .05",f,1.0,141.0,5.39,<,0.05
131377,"F(1, 24) = 38.0, p < .001",f,1.0,24.0,38.0,<,0.001
168299,"F(1, 135) = 40.50, p < .001",f,1.0,135.0,40.5,<,0.001
100750,"F(3, 410) = 10.62, p < .001",f,3.0,410.0,10.62,<,0.001
97054,"F(1, 23) = 6.06, p   < .05",f,1.0,23.0,6.06,<,0.05
104184,"t   (26) = 3.13, p < .01",t,26.0,,3.13,<,0.01
183571,"F(1, 181) = 21.40, p < .001",f,1.0,181.0,21.4,<,0.001
23308,"F(1, 86) = 14.3, p < .01",f,1.0,86.0,14.3,<,0.01
64113,"F(2, 22) = 6.50, p < .01",f,2.0,22.0,6.5,<,0.01
88367,"t(129) = 2.79, p < .01",t,129.0,,2.79,<,0.01
82010,"t(56) = −2.48, p   < .05",t,56.0,,-2.48,<,0.05
26691,"t(99) = 13.26, p < .001",t,99.0,,13.26,<,0.001
58494,"t(90)= 18.19, p < .001",t,90.0,,18.19,<,0.001
27823,"F(1, 127) = 5.54, p < .03",f,1.0,127.0,5.54,<,0.03
43723,"t(450) = 3.04, p < .01",t,450.0,,3.04,<,0.01
197325,"F(2, 99) = 4.26, p < .02",f,2.0,99.0,4.26,<,0.02
153691,"F(1, 63) = 7.94, p < .006",f,1.0,63.0,7.94,<,0.006
49260,"F(1, 25) = 14.46, p < .01",f,1.0,25.0,14.46,<,0.01
49733,"F(1, 36) = 13.32, p   < .001",f,1.0,36.0,13.32,<,0.001
165917,"F(6, 72) = 2.44, p < .034",f,6.0,72.0,2.44,<,0.034
37006,"F(1, 32) = 14.20, p < .001",f,1.0,32.0,14.2,<,0.001
95484,"F(1, 198) = 10.55, p = .001",f,1.0,198.0,10.55,=,0.001
116390,"F(1, 63) = 7.15, p = .01",f,1.0,63.0,7.15,=,0.01
7979,"t(950) = 14.6, p < .001",t,950.0,,14.6,<,0.001
1115,"F(1, 144) = 64.92, p < .001",f,1.0,144.0,64.92,<,0.001
157815,"t(209) = −2.41, p < .05",t,209.0,,-2.41,<,0.05
191101,"F(1, 13) = 49.33, p < .001",f,1.0,13.0,49.33,<,0.001
129895,"F(1, 120) = 4.43, p < .05",f,1.0,120.0,4.43,<,0.05
35682,"t(33) = 2.33, p = .026",t,33.0,,2.33,=,0.026
92826,"F(1, 109) = 8.00, p = .006",f,1.0,109.0,8.0,=,0.006
78435,"F(1, 61) = 4.45, p < .04",f,1.0,61.0,4.45,<,0.04
123194,"F(1, 35) = 18.05, p < .001",f,1.0,35.0,18.05,<,0.001
56065,"t(63) = 2.19, p = .033",t,63.0,,2.19,=,0.033
6369,"F(1, 68) = 4.45, p < .05",f,1.0,68.0,4.45,<,0.05
179407,"F(1, 27) = 8.17, p < .01",f,1.0,27.0,8.17,<,0.01
40735,"t(737) = 14.69, p < .0001",t,737.0,,14.69,<,0.0001
86063,"t(150) = 5.46, p < .001",t,150.0,,5.46,<,0.001
155451,"F(1, 42) = 41.37, p < .001",f,1.0,42.0,41.37,<,0.001
6387,"F(1, 55) = 52.22, p < .001",f,1.0,55.0,52.22,<,0.001
71893,"F(1, 64) = 4.37, p = .04",f,1.0,64.0,4.37,=,0.04
187125,"F(2, 79) = 7.8, p < .001",f,2.0,79.0,7.8,<,0.001
15336,"t(95) = 3.33, p < .01",t,95.0,,3.33,<,0.01
10048,"F(9, 108) = 2.75, p < .006",f,9.0,108.0,2.75,<,0.006
48114,"F(2, 170) = 4.20, p < .02",f,2.0,170.0,4.2,<,0.02
125660,"t(20) = 2.49, p < .05",t,20.0,,2.49,<,0.05
158483,"F(1, 18) = 74.52, p < .001",f,1.0,18.0,74.52,<,0.001
177849,"F(1, 82) = 221.86, p < .001",f,1.0,82.0,221.86,<,0.001
190004,"F(5, 15) = 148.71, p <   .001",f,5.0,15.0,148.71,<,0.001
175737,"F(2, 36) = 11.88, p < .001",f,2.0,36.0,11.88,<,0.001
38385,"t(13) = 3.98, p < .005",t,13.0,,3.98,<,0.005
129267,"F(1, 239) = 7.25, p < .05",f,1.0,239.0,7.25,<,0.05
19252,"F(1, 68) = 5.91, p < .02",f,1.0,68.0,5.91,<,0.02
105126,"t(77) = 2.92, p = .005",t,77.0,,2.92,=,0.005
181399,"t(78) = 2.37, p = .02",t,78.0,,2.37,=,0.02
14665,"t(46) = 2.87, p   < .007",t,46.0,,2.87,<,0.007
50099,"F(1, 123) = 41.20, p   < .001",f,1.0,123.0,41.2,<,0.001
116725,"t(59) = 7.072, p < .001",t,59.0,,7.072,<,0.001
163190,"F(1, 50)   = 6.22,    p   < .05",f,1.0,50.0,6.22,<,0.05
195681,"t(1257) = 2.45, p < .02",t,1257.0,,2.45,<,0.02
22164,"F(1, 112) = 6.00, p = .016",f,1.0,112.0,6.0,=,0.016
92583,"t(295) = 7.90, p < .001",t,295.0,,7.9,<,0.001
112083,"F(3, 97) = 9.241, p < .001",f,3.0,97.0,9.241,<,0.001
191739,"t(33) = 2.28, p = .029",t,33.0,,2.28,=,0.029
57511,"F(22, 2969) = 3.02, p < .001",f,22.0,2969.0,3.02,<,0.001
188058,"F(3, 4) = 115.35, p < .01",f,3.0,4.0,115.35,<,0.01
68113,"t(288) = 2.06, p = .04",t,288.0,,2.06,=,0.04
152894,"F(1, 88) = 18.8, p < .001",f,1.0,88.0,18.8,<,0.001
93417,"F(1, 142) = 65.22, p   < .001",f,1.0,142.0,65.22,<,0.001
73943,"t(91) = 2.64, p = .01",t,91.0,,2.64,=,0.01
50766,"F(1, 78) = 9.33, p < .005",f,1.0,78.0,9.33,<,0.005
166024,"F(1, 322) = 3.78, p =.05",f,1.0,322.0,3.78,=,0.05
163431,"F(1, 47) = 4.11, p < .05",f,1.0,47.0,4.11,<,0.05
167273,"F(7, 137) = 2.64, p < .025",f,7.0,137.0,2.64,<,0.025
178323,"F(1, 38) = 16.25, p = .001",f,1.0,38.0,16.25,=,0.001
128452,"F(1, 26) = 9.91, p < .01",f,1.0,26.0,9.91,<,0.01
147749,"F(1, 64) = 29.05, p < .001",f,1.0,64.0,29.05,<,0.001
178547,"F(1, 386) = 312.560, p   < .00001",f,1.0,386.0,312.56,<,1e-05
168339,"F(1, 30) = 16.84, p < .001",f,1.0,30.0,16.84,<,0.001
50877,"F(2, 82) = 128.38, p   < .01",f,2.0,82.0,128.38,<,0.01
171008,"F(1, 56) = 22.14, p < .001",f,1.0,56.0,22.14,<,0.001
170979,"F(1, 141) = 7.62, p <.01",f,1.0,141.0,7.62,<,0.01
160791,"F(2, 140) = 3.30, p   < .05",f,2.0,140.0,3.3,<,0.05
131644,"F(1, 67) = 5.39, p < .02",f,1.0,67.0,5.39,<,0.02
132607,"F(1, 88) = 49.3, p < .001",f,1.0,88.0,49.3,<,0.001
178602,"F(5, 299) = 48.40, p < .0001",f,5.0,299.0,48.4,<,0.0001
142794,"F(2, 117) = 5.96, p < .01",f,2.0,117.0,5.96,<,0.01
106055,"F(2, 44) = 5.43, p < .01",f,2.0,44.0,5.43,<,0.01
46274,"t(98) = 4.08, p < .01",t,98.0,,4.08,<,0.01
89284,"F(2, 594) = 7.28, p = .001",f,2.0,594.0,7.28,=,0.001
102314,"t(28) = 2.38, p < .05",t,28.0,,2.38,<,0.05
63865,"F(2, 336) = 5.96, p < .001",f,2.0,336.0,5.96,<,0.001
149642,"F(1, 61) = 15.27, p < .001",f,1.0,61.0,15.27,<,0.001
51544,"F(1, 323) = 9.12, p   < .01",f,1.0,323.0,9.12,<,0.01
23307,"F(1, 86) = 3.28, p <   .05",f,1.0,86.0,3.28,<,0.05
145918,"t(7) =   3.27, p < .014",t,7.0,,3.27,<,0.014
91540,"F(1, 224) = 4.27, p < .05",f,1.0,224.0,4.27,<,0.05
31161,"F(1, 84) = 3.57, p < .03",f,1.0,84.0,3.57,<,0.03
35784,"F(2, 84) = 9.62, p < .001",f,2.0,84.0,9.62,<,0.001
55549,"F(4, 762) = 7.23, p < .001",f,4.0,762.0,7.23,<,0.001
134265,"t(46) = 2.6, p < .05",t,46.0,,2.6,<,0.05
54370,"t(94) = 2.35, p = .022",t,94.0,,2.35,=,0.022
6636,"t(39) = 1.23, p > .05",t,39.0,,1.23,>,0.05
189920,"F(1, 8) = 20.38, p < .01",f,1.0,8.0,20.38,<,0.01
131483,"F(2, 2064) = 10.314, p <.01",f,2.0,2064.0,10.314,<,0.01
91384,"t(49) = 14.97, p < .001",t,49.0,,14.97,<,0.001
166676,"F(1, 54) = 30.40, p < .001",f,1.0,54.0,30.4,<,0.001
115702,"F(1, 96) = 5.06, p <.05",f,1.0,96.0,5.06,<,0.05
174331,"F(21, 147) = 1.95, p < .02",f,21.0,147.0,1.95,<,0.02
56072,"t(99) = 4.50, p = .001",t,99.0,,4.5,=,0.001
13670,"F(1, 43) = 4.89, p < .04",f,1.0,43.0,4.89,<,0.04
121823,"F(1, 279) = 43.67, p < .0001",f,1.0,279.0,43.67,<,0.0001
55500,"F(1, 114) = 40.15, p < .01",f,1.0,114.0,40.15,<,0.01
83647,"t(443) = 3.59, p < .001",t,443.0,,3.59,<,0.001
71387,"F(1, 14) = 72.05, p   < .001",f,1.0,14.0,72.05,<,0.001
79068,"F(3, 43) = 2.88, p < .05",f,3.0,43.0,2.88,<,0.05
146709,"F(1, 23) = 24.54, p < .001",f,1.0,23.0,24.54,<,0.001
166599,"F(3, 217) = 8.02, p < .01",f,3.0,217.0,8.02,<,0.01
3353,"F(1, 61) = 8.36, p < .01",f,1.0,61.0,8.36,<,0.01
142008,"F(1, 104) = 7.21, p < .01",f,1.0,104.0,7.21,<,0.01
63831,"F(2, 168)   = 281.71,    p   < .001",f,2.0,168.0,281.71,<,0.001
69690,"F(1, 56) = 4.95, p < .03",f,1.0,56.0,4.95,<,0.03
135502,"t(726) = 3.75, p <   .001",t,726.0,,3.75,<,0.001
6303,"F(2, 60) = 3.28, p < .05",f,2.0,60.0,3.28,<,0.05
90573,"t(96) = −2.47, p < .02",t,96.0,,-2.47,<,0.02
27159,"F(1, 102) = 15.94, p < .001",f,1.0,102.0,15.94,<,0.001
109259,"F(1, 26) = 7.28, p <.02",f,1.0,26.0,7.28,<,0.02
151631,"F(1, 57) = 5.13, p < .03",f,1.0,57.0,5.13,<,0.03
141906,"F(1, 60) = 19.95, p < .0001",f,1.0,60.0,19.95,<,0.0001
44056,"F(1, 291) = 9.3, p <.01",f,1.0,291.0,9.3,<,0.01
193105,"F(3, 71) = 2.863, p = .043",f,3.0,71.0,2.863,=,0.043
172614,"t(22) = 3.31, p < .01",t,22.0,,3.31,<,0.01
102290,"t(38) > 5.79, p < .001",t,38.0,,5.79,<,0.001
95885,"t(725) = 58.6, p < .0001",t,725.0,,58.6,<,0.0001
101371,"t(43) = 3.07, p< .005",t,43.0,,3.07,<,0.005
42643,"F(1, 56) = 4.32, p   < .01",f,1.0,56.0,4.32,<,0.01
15593,"F(1, 32) = 12.40, p < .04",f,1.0,32.0,12.4,<,0.04
10255,"F(1, 110) = 7.73, p < .01",f,1.0,110.0,7.73,<,0.01
165881,"F(2, 36) = 182.04, p   < .0001",f,2.0,36.0,182.04,<,0.0001
95692,"t(28) = 3.84, p = .001",t,28.0,,3.84,=,0.001
10647,"F(1, 86) = 4.18, p =.044",f,1.0,86.0,4.18,=,0.044
191629,"t(18) = 0.147, p > .05",t,18.0,,0.147,>,0.05
173730,"F(2, 37) = 6.35, p < .01",f,2.0,37.0,6.35,<,0.01
80386,"t(900) = 3.79, p < .001",t,900.0,,3.79,<,0.001
73614,"F(1, 210) = 6.52, p < .02",f,1.0,210.0,6.52,<,0.02
197256,"F(1, 48) = 16.64, p < .001",f,1.0,48.0,16.64,<,0.001
49170,"t(44) = 6.88, p   < .001",t,44.0,,6.88,<,0.001
174162,"t(39) = 3.43, p = .001",t,39.0,,3.43,=,0.001
42448,"t(56) = −2.69, p   < .01",t,56.0,,-2.69,<,0.01
99051,"F(2, 33) = 26.28, p <.001",f,2.0,33.0,26.28,<,0.001
6587,"t(102) = 16.86, p < .0001",t,102.0,,16.86,<,0.0001
87915,"F(3, 69) = 17.05, p < .001",f,3.0,69.0,17.05,<,0.001
184780,"F(2, 92) = 4.96, p < .01",f,2.0,92.0,4.96,<,0.01
94153,"F(1, 792) = 3.91, p   < .05",f,1.0,792.0,3.91,<,0.05
103092,"t(311) = 2.51, p = .013",t,311.0,,2.51,=,0.013
193408,"F(1, 549) = 78.69, p < .001",f,1.0,549.0,78.69,<,0.001
43351,"t(152) = 1.99, p = .048",t,152.0,,1.99,=,0.048
152959,"F(1, 14) = 79.91, p < .0001",f,1.0,14.0,79.91,<,0.0001
144189,"F(12, 5616) = 2.26, p < .05",f,12.0,5616.0,2.26,<,0.05
105082,"t(102) = 4.26, p < .001",t,102.0,,4.26,<,0.001
148950,"t(79) = 6.85, p < .0001",t,79.0,,6.85,<,0.0001
178591,"F(1, 307) = 10.65, p < .0001",f,1.0,307.0,10.65,<,0.0001
7703,"F(1, 54) = 50.55, p <.01",f,1.0,54.0,50.55,<,0.01
137153,"t(407) = 2.18, p < .05",t,407.0,,2.18,<,0.05
86252,"t(44) = 3.37, p = .002",t,44.0,,3.37,=,0.002
146463,"F(10, 25) = 32.3254, p < .0001",f,10.0,25.0,32.3254,<,0.0001
68192,"t(19) = 3.92, p < .001",t,19.0,,3.92,<,0.001
140068,"F(1, 70)= 3.87, p < .05",f,1.0,70.0,3.87,<,0.05
59678,"t(331) = −8.69, p < .01",t,331.0,,-8.69,<,0.01
28621,"F(1, 129)= 4.79, p < .03",f,1.0,129.0,4.79,<,0.03
73465,"F(2, 488) = 4.62, p = .01",f,2.0,488.0,4.62,=,0.01
45903,"F(1, 80) = 8.90, p <.004",f,1.0,80.0,8.9,<,0.004
121634,"F(1, 87) = 4.08, p   < .05",f,1.0,87.0,4.08,<,0.05
14420,"t(28) = −2.73, p = .011",t,28.0,,-2.73,=,0.011
46956,"F(7, 92) = 6.73, p = .001",f,7.0,92.0,6.73,=,0.001
16307,"F(1, 176) = 10.31, p < .001",f,1.0,176.0,10.31,<,0.001
140789,"F(6, 31) = 4.83, p < .001",f,6.0,31.0,4.83,<,0.001
15452,"F(2, 121) = 3.39, p > .05",f,2.0,121.0,3.39,>,0.05
76185,"t(149) = 19.06, p < .001",t,149.0,,19.06,<,0.001
140758,"t(23) = −7.46, p < .001",t,23.0,,-7.46,<,0.001
161486,"F(1, 20) = 5.14, p = .035",f,1.0,20.0,5.14,=,0.035
152596,"F(1, 167) = 9.79, p = .002",f,1.0,167.0,9.79,=,0.002
32127,"F(1, 116) =   9.28, p < .01",f,1.0,116.0,9.28,<,0.01
82473,"F(4, 390) = 44.10, p < .0001",f,4.0,390.0,44.1,<,0.0001
30126,"F(1, 45) = 8.72, p = .005",f,1.0,45.0,8.72,=,0.005
44144,"t(307) = 15.51, p   < .001",t,307.0,,15.51,<,0.001
19669,"t(71) = 2.10, p = .04",t,71.0,,2.1,=,0.04
61267,"F(1, 155) = 95.74, p < .001",f,1.0,155.0,95.74,<,0.001
65183,"F(1, 16) = 6.97, p   < .02",f,1.0,16.0,6.97,<,0.02
97901,"t(188) = −2.39, p = .018",t,188.0,,-2.39,=,0.018
77916,"F(1, 28) = 5.1, p < .04",f,1.0,28.0,5.1,<,0.04
152571,"F(1, 110) = 7.11, p = .009",f,1.0,110.0,7.11,=,0.009
123809,"t(14) = 4.33, p = .001",t,14.0,,4.33,=,0.001
185151,"t(534) = −5.37, p < .01",t,534.0,,-5.37,<,0.01
191753,"F(1, 571) = 4.42, p <.05",f,1.0,571.0,4.42,<,0.05
117176,"t(238) = 3.14, p < .01",t,238.0,,3.14,<,0.01
33798,"t   (18) = 4.34, p   < .0005",t,18.0,,4.34,<,0.0005
18347,"F(1, 37) = 6.94, p < .05",f,1.0,37.0,6.94,<,0.05
196174,"F(2, 130) = 20.46, p < .001",f,2.0,130.0,20.46,<,0.001
31428,"t(92) = 2.98, p = .004",t,92.0,,2.98,=,0.004
107384,"F(2, 58) = 6.18, p < .05",f,2.0,58.0,6.18,<,0.05
61543,"F(1, 64) = 4.96, p <.05",f,1.0,64.0,4.96,<,0.05
89898,"F(1, 106) = 6.18, p < .01",f,1.0,106.0,6.18,<,0.01
47108,"F(1, 62) = 6.34, p < .02",f,1.0,62.0,6.34,<,0.02
100737,"F(4, 466) = 143.89, p <.001",f,4.0,466.0,143.89,<,0.001
98919,"F(1, 103) = 6.90, p < .01",f,1.0,103.0,6.9,<,0.01
147358,"F(1, 57) = 189.46, p < .001",f,1.0,57.0,189.46,<,0.001
31727,"F(1, 167) = 5.32, p = .022",f,1.0,167.0,5.32,=,0.022
158651,"F(2, 84) = 3.36, p = .039",f,2.0,84.0,3.36,=,0.039
180679,"t(308) = 6.63, p < .001",t,308.0,,6.63,<,0.001
140704,"F(1, 23) = 7.05, p = .014",f,1.0,23.0,7.05,=,0.014
116860,"F(1, 145) = 3.48,   p < .05",f,1.0,145.0,3.48,<,0.05
18392,"t(65) = 3.30, p < .01",t,65.0,,3.3,<,0.01
58797,"F(1, 212) = 4.03, p <.05",f,1.0,212.0,4.03,<,0.05
9301,"F(1, 132) = 22.10,   p < .001",f,1.0,132.0,22.1,<,0.001
76825,"F(1, 134) = 9.51, p = .002",f,1.0,134.0,9.51,=,0.002
5814,"F(1, 39) = 7.96, p <.01",f,1.0,39.0,7.96,<,0.01
86322,"F(3, 34) = 34.56, p < .001",f,3.0,34.0,34.56,<,0.001
76034,"F(2, 208) = 52.83, p < .001",f,2.0,208.0,52.83,<,0.001
13695,"t(325) = −23.20, p < .001",t,325.0,,-23.2,<,0.001
48310,"F(1, 111) = 86.89, p <.001",f,1.0,111.0,86.89,<,0.001
33428,"t(299) = 4.34, p < .0001",t,299.0,,4.34,<,0.0001
81836,"t(172) = 5.30, p < .001",t,172.0,,5.3,<,0.001
140710,"F(1, 23) = 6.83, p = .016",f,1.0,23.0,6.83,=,0.016
21831,"t(146) = 2.93, p < .01",t,146.0,,2.93,<,0.01
53674,"F(2, 330) = 8.75, p < .001",f,2.0,330.0,8.75,<,0.001
187011,"F(1, 70) = 10.35, p < .01",f,1.0,70.0,10.35,<,0.01
86925,"F(3, 93) = 18.36, p = .0001",f,3.0,93.0,18.36,=,0.0001
148019,"F(1, 87) = 130.22, p < .001",f,1.0,87.0,130.22,<,0.001
42283,"F(1, 9) = 21.31, p = .001",f,1.0,9.0,21.31,=,0.001
37872,"t(218) = 11.358, p < .001",t,218.0,,11.358,<,0.001
106863,"F(1, 52) = 5.48, p   < .02",f,1.0,52.0,5.48,<,0.02
145742,"F(1, 38) = 21.86, p < .0001",f,1.0,38.0,21.86,<,0.0001
66964,"F(3, 123) = 2.70,   p < .05",f,3.0,123.0,2.7,<,0.05
189815,"F(1, 13) = 6.9, p = .02",f,1.0,13.0,6.9,=,0.02
49559,"t(20)   = 2.29,  p   < .05",t,20.0,,2.29,<,0.05
159356,"F(1, 74) = 6.10, p < .05",f,1.0,74.0,6.1,<,0.05
40396,"F(1, 61) = 6.20, p   < .02",f,1.0,61.0,6.2,<,0.02
112130,"F(1, 196) = 20.57, p < .01",f,1.0,196.0,20.57,<,0.01
32686,"F(2, 81) = 14.96, p < .0001",f,2.0,81.0,14.96,<,0.0001
31907,"F(1, 170) = 9.40, p   < .01",f,1.0,170.0,9.4,<,0.01
90154,"F(2, 236) = 3.93, p < .021",f,2.0,236.0,3.93,<,0.021
163938,"F(4, 76) = 3.21, p < .02",f,4.0,76.0,3.21,<,0.02
48717,"F(1, 20) = 6.8, p < .02",f,1.0,20.0,6.8,<,0.02
103142,"F(1, 116) = 3.96, p   < .05",f,1.0,116.0,3.96,<,0.05
50463,"t(14) = 5.39,   p = .0001",t,14.0,,5.39,=,0.0001
35497,"F(4, 94) = 1.78, p > .05",f,4.0,94.0,1.78,>,0.05
79169,"t(186) = 4.05, p   < .001",t,186.0,,4.05,<,0.001
41892,"F(1, 62) = 4.29, p   < .05",f,1.0,62.0,4.29,<,0.05
160960,"F(1, 47) = 6.09, p < .01",f,1.0,47.0,6.09,<,0.01
148599,"t(31) = 4.80, p < .001",t,31.0,,4.8,<,0.001
165339,"F(2, 85) = 2.98, p <.05",f,2.0,85.0,2.98,<,0.05
35556,"t(27) = 2.97, p < .01",t,27.0,,2.97,<,0.01
181135,"F(1, 94) = 0.60, p > .05",f,1.0,94.0,0.6,>,0.05
126968,"F(3, 184) = 4.98, p < .005",f,3.0,184.0,4.98,<,0.005
194035,"F(1, 20) = 8.47,   p = .009",f,1.0,20.0,8.47,=,0.009
77913,"F(1, 39) = 8.01,    p < .01",f,1.0,39.0,8.01,<,0.01
71290,"F(2, 64) = 5.58, p < .01",f,2.0,64.0,5.58,<,0.01
118867,"F(1, 34) = 25.17, p < .001",f,1.0,34.0,25.17,<,0.001
60183,"t(32) =   2.44, p = .01",t,32.0,,2.44,=,0.01
2501,"F(1, 48) = 4.02, p   = .05",f,1.0,48.0,4.02,=,0.05
86245,"t(43) = 2.34, p = .02",t,43.0,,2.34,=,0.02
776,"F(2, 776) = 6.24, p = .002",f,2.0,776.0,6.24,=,0.002
185537,"t(503) = 3.34, p < .01",t,503.0,,3.34,<,0.01
129953,"F(1, 25) = 7.39, p = .012",f,1.0,25.0,7.39,=,0.012
69065,"F(1, 62) = 17.99, p < .001",f,1.0,62.0,17.99,<,0.001
151759,"t(59) = 0.39, p <.0001",t,59.0,,0.39,<,0.0001
177324,"t(31) = 5.91, p < .001",t,31.0,,5.91,<,0.001
153880,"t(263) = 2.09, p = .04",t,263.0,,2.09,=,0.04
22642,"t(112) = −2.39, p < .05",t,112.0,,-2.39,<,0.05
74736,"F(1, 38) = 6.81, p < .01",f,1.0,38.0,6.81,<,0.01
116426,"F(3, 62) = 13.02, p < .002",f,3.0,62.0,13.02,<,0.002
15590,"F(1, 32) = 11.45, p < .01",f,1.0,32.0,11.45,<,0.01
33624,"t(142) = 2.21, p < .03",t,142.0,,2.21,<,0.03
169005,"F(4, 172) = 6.22, p < .01",f,4.0,172.0,6.22,<,0.01
75464,"F(1, 139) = 7.38, p < .01",f,1.0,139.0,7.38,<,0.01
32866,"F(1, 79) = 4.88, p < .03",f,1.0,79.0,4.88,<,0.03
